CollectionSurveyKey,CollectionUnitKey,ScbId,VeNr,CUParentStatusCode,CUStatusCode,IndustryCode,PopulationSize,SampleSize,Stratum,AnnualTurnoverTotal,AnnualTurnoverDomestic,AnnualInventories,Netto,IndHandTj,SampleOccasion,Bgrupp
3,3430064,,10339745,00,002,10200,203,21,100000001,29379.4181082556,28943.4181082556,0,1,,2023,10000
3,3430065,,10349264,00,002,08120,47,5,080000002,22614.8693692025,22614.8693692025,0,1,,2023,08000
3,3430066,,10350130,00,002,16103,46,14,161000001,116484.4809667830,94648.4809667838,0,1,,2023,16100
3,3430067,,10350395,00,002,23999,60,7,230000001,36204.8390803290,35560.8390803290,0,1,,2023,23000
3,3430068,,10360691,00,002,25620,618,68,255XX0002,32905.3143445538,32905.3143445538,0,1,,2023,255XX
3,3430069,,10361137,00,002,25620,618,68,255XX0002,43819.6173842585,34428.6173842585,0,1,,2023,255XX
3,3430070,,10361350,00,002,18122,274,5,180000001,4381.1424553889,4381.1424553889,0,1,,2023,18000
3,3430071,,10369940,00,002,28220,173,28,280000001,120663.3733564890,52670.3733564899,0,1,,2023,28000
3,3430072,,10370401,00,002,32990,175,5,321XX0002,5654.0612521143,5581.0612521143,0,1,,2023,321XX
3,3430073,,10371201,00,002,26510,33,5,265XX0001,35095.5011935480,1852.5011935480,0,1,,2023,265XX
3,3430074,,10371573,00,002,33120,1019,15,330000001,2715.7898690112,2715.7898690112,0,1,,2023,33000
3,3430075,,10388007,00,002,32990,175,5,321XX0002,3131.7523954740,3094.7523954740,0,1,,2023,321XX
3,3430076,,10389260,00,002,25620,889,29,255XX0001,22848.5092157239,22848.5092157239,0,1,,2023,255XX
3,3430077,,10390367,00,002,10200,129,57,100000002,169969.9362129530,167213.9362129530,0,1,,2023,10000
3,3430078,,10400356,00,002,33120,1019,15,330000001,3143.1508097571,3143.1508097571,0,1,,2023,33000
3,3430079,,10403491,00,002,14130,186,5,140000001,783.6353475393,780.6353475393,0,1,,2023,14000
3,3430080,,10404705,00,002,33120,1019,15,330000001,8288.6864001500,7605.6864001500,0,1,,2023,33000
3,3430081,,10405181,00,002,10850,203,21,100000001,54791.6624252635,54791.6624252635,0,1,,2023,10000
3,3430082,,10405322,00,002,25620,889,29,255XX0001,8233.2094214572,8233.2094214572,0,1,,2023,255XX
3,3430083,,10405363,00,002,33140,416,15,330000002,9179.9307880946,9179.9307880946,0,1,,2023,33000
3,3430084,,10410033,00,002,33150,1019,15,330000001,2877.7962241892,2877.7962241892,0,1,,2023,33000
3,3430085,,10410165,00,002,32120,210,5,321XX0001,1443.8283723521,1443.8283723521,0,1,,2023,321XX
3,3430086,,10415750,00,002,25620,202,56,255XX0003,136926.7705077560,120260.7705077560,0,1,,2023,255XX
3,3430087,,10416154,00,002,31011,184,6,310000001,8071.4047427776,8071.4047427776,0,1,,2023,31000
3,3430088,,10417673,00,002,23610,60,7,230000001,38783.5467373441,38783.5467373441,0,1,,2023,23000
3,3430089,,10433159,00,002,25620,889,29,255XX0001,14002.3153473143,9263.3153473143,0,1,,2023,255XX
3,3430090,,10447548,00,002,25620,889,29,255XX0001,14430.0951934929,14140.0951934929,0,1,,2023,255XX
3,3430091,,10481349,00,002,25620,618,68,255XX0002,25680.9927929905,3761.9927929905,0,1,,2023,255XX
3,3430092,,10482362,00,002,25620,618,68,255XX0002,31460.5288474475,28738.5288474475,0,1,,2023,255XX
3,3430093,,10482818,00,002,32400,61,5,321XX0003,11106.1986927724,9186.1986927724,0,1,,2023,321XX
3,3430094,,10492262,00,002,25610,889,29,255XX0001,22168.2942246745,22168.2942246745,0,1,,2023,255XX
3,3430095,,10495729,00,002,18122,62,5,180000003,24918.1963567732,24883.1963567732,0,1,,2023,18000
3,3430096,,10497998,00,002,25620,889,29,255XX0001,14804.5889762569,14804.5889762569,0,1,,2023,255XX
3,3430097,,10498095,00,002,25120,150,10,251XX0001,19385.8778457103,7360.8778457103,0,1,,2023,251XX
3,3430098,,10498970,00,002,25730,889,29,255XX0001,17028.6519708755,16148.6519708755,0,1,,2023,255XX
3,3430099,,10499697,00,002,33110,1019,15,330000001,6800.9100482193,6701.9100482193,0,1,,2023,33000
3,3430100,,10502979,00,002,14120,48,5,140000002,4542.8627541030,4444.8627541030,0,1,,2023,14000
3,3432453,,25008418,00,002,10890,203,21,100000001,32462.0290646076,8676.0290646076,0,1,,2023,10000
3,3432454,,25009804,00,002,33120,1019,15,330000001,2198.6366712702,1028.6366712702,0,1,,2023,33000
3,3432455,,25015454,00,002,25620,889,29,255XX0001,18868.7662832867,18868.7662832867,0,1,,2023,255XX
3,3432456,,25033648,00,002,33120,416,15,330000002,10751.0945185433,10751.0945185433,0,1,,2023,33000
3,3432457,,25036674,00,002,33200,416,15,330000002,19601.8077549342,18410.8077549342,0,1,,2023,33000
3,3432458,,25036898,00,002,33120,1019,15,330000001,2776.5188242256,2726.5188242256,0,1,,2023,33000
3,3432459,,25050527,00,002,33150,1019,15,330000001,5398.0022442843,5389.0022442843,0,1,,2023,33000
3,3432460,,25056508,00,002,33120,1019,15,330000001,2729.4275892444,2729.4275892444,0,1,,2023,33000
3,3432461,,25068578,00,002,08120,47,5,080000002,24708.6484919334,24708.6484919334,0,1,,2023,08000
3,3432462,,25068891,00,002,32990,175,5,321XX0002,5584.0581920627,5584.0581920627,0,1,,2023,321XX
3,3432463,,25070798,00,002,32502,21,5,325000003,64422.1044581307,64422.1044581307,0,1,,2023,32500
3,3432464,,25070806,00,002,32502,71,5,325000001,10669.2750528029,10669.2750528029,0,1,,2023,32500
3,3432465,,25085176,00,002,33120,1019,15,330000001,3370.2155022647,3370.2155022647,0,1,,2023,33000
3,3432466,,25085325,00,002,14190,186,5,140000001,1730.5707363574,1730.5707363574,0,1,,2023,14000
3,3432467,,25106766,00,002,33150,1019,15,330000001,4904.7182420975,4904.7182420975,0,1,,2023,33000
3,3432468,,25120379,00,002,16240,189,5,162000001,16201.3975041563,16201.3975041563,0,1,,2023,16200
3,3432469,,25121344,00,002,15120,41,5,150000001,2587.3342208462,2587.3342208462,0,1,,2023,15000
3,3432470,,25122276,00,002,16231,35,30,162000004,211329.9321233220,211329.9321233220,0,1,,2023,16200
3,3432471,,25123241,00,002,33110,1019,15,330000001,5460.0140142280,5460.0140142280,0,1,,2023,33000
3,3432472,,25123738,00,002,25110,150,10,251XX0001,25559.0330434593,25559.0330434593,0,1,,2023,251XX
3,3432473,,25129925,00,002,33120,1019,15,330000001,3614.4937366451,2433.4937366451,0,1,,2023,33000
3,3432474,,25132440,00,002,32120,210,5,321XX0001,2128.1297042462,2128.1297042462,0,1,,2023,321XX
3,3432475,,25134313,00,002,13922,87,5,139000001,3988.1099075637,3932.1099075637,0,1,,2023,13900
3,3432476,,25149154,00,002,32120,175,5,321XX0002,5043.0089237207,5043.0089237207,0,1,,2023,321XX
3,3432477,,25161126,00,002,25620,889,29,255XX0001,22656.3450704457,4690.3450704457,0,1,,2023,255XX
3,3432478,,25166935,00,002,32501,71,5,325000001,8624.0944103454,7979.0944103454,0,1,,2023,32500
3,3432479,,25167784,00,002,25620,889,29,255XX0001,18343.2722137878,18343.2722137878,0,1,,2023,255XX
3,3432480,,25168832,00,002,33120,1019,15,330000001,5525.8999539194,5525.8999539194,0,1,,2023,33000
3,3432481,,25170580,00,002,33190,1019,15,330000001,2529.3838364105,2529.3838364105,0,1,,2023,33000
3,3432482,,25188087,00,002,16231,35,30,162000004,233506.1753667900,233506.1753667900,0,1,,2023,16200
3,3432483,,25188657,00,002,31012,184,6,310000001,17905.7011266312,17905.7011266312,0,1,,2023,31000
3,3432484,,25195132,00,002,25620,618,68,255XX0002,33467.1598370216,33343.1598370216,0,1,,2023,255XX
3,3432485,,25207911,00,002,32200,210,5,321XX0001,1631.6784294493,1631.6784294493,0,1,,2023,321XX
3,3432486,,25211111,00,002,18130,127,5,180000002,12406.3815082862,11781.3815082862,0,1,,2023,18000
3,3432487,,25212317,00,002,16240,189,5,162000001,17012.3632349209,17012.3632349209,0,1,,2023,16200
3,3432488,,25212846,00,002,33120,1019,15,330000001,6479.6965684516,6444.6965684516,0,1,,2023,33000
3,3432489,,25213166,00,002,32990,210,5,321XX0001,1503.6586891855,1503.6586891855,0,1,,2023,321XX
3,3432490,,25213190,00,002,31030,184,6,310000001,18152.4211658597,10108.4211658597,0,1,,2023,31000
3,3432491,,25214149,00,002,16240,191,27,162000002,51098.7681121713,48436.7681121713,0,1,,2023,16200
3,3432492,,25228776,00,002,33140,416,15,330000002,10250.0412948750,10250.0412948750,0,1,,2023,33000
3,3432493,,25232018,00,002,33120,416,15,330000002,16324.6347801010,16324.6347801010,0,1,,2023,33000
3,3432494,,25232059,00,002,32990,175,5,321XX0002,4547.8191989136,4516.8191989136,0,1,,2023,321XX
3,3432495,,25232588,00,002,18122,127,5,180000002,15828.1053594091,15742.1053594091,0,1,,2023,18000
3,3432496,,25233784,00,002,32400,175,5,321XX0002,9651.9440782053,36.9440782053,0,1,,2023,321XX
3,3432497,,25235797,00,002,13922,87,5,139000001,7296.4960830858,7291.4960830858,0,1,,2023,13900
3,3432498,,25245853,00,002,33120,1019,15,330000001,4972.7237527118,4972.7237527118,0,1,,2023,33000
3,3432499,,25247917,00,002,33110,416,15,330000002,11380.5960985928,11380.5960985928,0,1,,2023,33000
3,3432500,,25251331,00,002,33120,1019,15,330000001,6829.3798218870,6829.3798218870,0,1,,2023,33000
3,3432501,,25253436,00,002,14130,186,5,140000001,952.9794192605,942.9794192605,0,1,,2023,14000
3,3432502,,25254475,00,002,18122,127,5,180000002,15226.0552190180,15226.0552190180,0,1,,2023,18000
3,3432503,,25280652,00,002,32501,71,5,325000001,8945.8688782932,4994.8688782932,0,1,,2023,32500
3,3432504,,25281197,00,002,33120,1019,15,330000001,2518.0563993306,2518.0563993306,0,1,,2023,33000
3,3432505,,25281635,00,002,10890,129,57,100000002,92887.7811722535,6138.7811722535,0,1,,2023,10000
3,3432506,,25283177,00,002,33200,416,15,330000002,14852.3446006057,14852.3446006057,0,1,,2023,33000
3,3432507,,25283201,00,002,08120,36,5,080000001,11888.8751660743,11888.8751660743,0,1,,2023,08000
3,3432508,,25285685,00,002,10710,203,21,100000001,39006.9194067785,39006.9194067785,0,1,,2023,10000
3,3432509,,25285859,00,002,33110,1019,15,330000001,5932.6347847880,5932.6347847880,0,1,,2023,33000
3,3432510,,25305863,00,002,33120,1019,15,330000001,3422.6865473427,3422.6865473427,0,1,,2023,33000
3,3432511,,25307265,00,002,23610,60,7,230000001,77895.8519329506,77895.8519329506,0,1,,2023,23000
3,3432512,,25325275,00,002,32990,210,5,321XX0001,1591.5578799356,1446.5578799356,0,1,,2023,321XX
3,3432513,,25325341,00,002,13922,87,5,139000001,7060.2718300163,7060.2718300163,0,1,,2023,13900
3,3432514,,25325614,00,002,33120,1019,15,330000001,4471.6249051207,4471.6249051207,0,1,,2023,33000
3,3432515,,25326992,00,002,33120,1019,15,330000001,3626.3428308374,3626.3428308374,0,1,,2023,33000
3,3432516,,25345828,00,002,14190,186,5,140000001,2072.1611479002,1701.1611479002,0,1,,2023,14000
3,3432517,,25347063,00,002,33200,1019,15,330000001,4160.1231303188,4160.1231303188,0,1,,2023,33000
3,3432518,,25363946,00,002,33120,1019,15,330000001,3899.5730399605,3899.5730399605,0,1,,2023,33000
3,3432519,,25380726,00,002,31011,93,7,310000002,42747.4992910991,42315.4992910991,0,1,,2023,31000
3,3432520,,25381187,00,002,33120,181,17,330000003,31651.1129361257,31558.1129361257,0,1,,2023,33000
3,3432521,,25398389,00,002,32300,175,5,321XX0002,6085.8066979375,1462.8066979375,0,1,,2023,321XX
3,3432522,,25405564,00,002,32501,44,5,325000002,36682.5438045727,36682.5438045727,0,1,,2023,32500
3,3432523,,25407834,00,002,16231,48,12,162000003,148174.2641717980,76306.2641717988,0,1,,2023,16200
3,3432524,,25409343,00,002,33200,1019,15,330000001,7131.8537278166,6931.8537278166,0,1,,2023,33000
3,3432525,,25411307,00,002,33120,1019,15,330000001,6306.2533328446,2000.2533328446,0,1,,2023,33000
3,3432526,,25412180,00,002,33120,416,15,330000002,12021.7648156382,12021.7648156382,0,1,,2023,33000
3,3432527,,25424219,00,002,33120,1019,15,330000001,3304.9234690708,3304.9234690708,0,1,,2023,33000
3,3432528,,25426511,00,002,25620,889,29,255XX0001,9352.6137448064,9313.6137448064,0,1,,2023,255XX
3,3432529,,25446709,00,002,33120,416,15,330000002,18664.7363930199,18664.7363930199,0,1,,2023,33000
3,3432530,,25464447,00,002,33120,1019,15,330000001,5246.4696578329,5246.4696578329,0,1,,2023,33000
3,3432531,,25466624,00,002,25620,889,29,255XX0001,12973.1221164662,12973.1221164662,0,1,,2023,255XX
3,3432532,,25467093,00,002,16239,191,27,162000002,27719.1209489298,4891.1209489298,0,1,,2023,16200
3,3432533,,25467598,00,002,10390,203,21,100000001,68254.0912759778,68254.0912759778,0,1,,2023,10000
3,3432534,,25470576,00,002,15120,41,5,150000001,5162.4625784134,4859.4625784134,0,1,,2023,15000
3,3432535,,25470741,00,002,33120,1019,15,330000001,5202.8753412797,4197.8753412797,0,1,,2023,33000
3,3432536,,25471947,00,002,33200,1019,15,330000001,2785.4326664060,2785.4326664060,0,1,,2023,33000
3,3432537,,25487612,00,002,25620,889,29,255XX0001,11601.9886524268,11601.9886524268,0,1,,2023,255XX
3,3432538,,25499518,00,002,31021,184,6,310000001,13314.1303010845,13314.1303010845,0,1,,2023,31000
3,3432539,,25503467,00,002,33120,1019,15,330000001,2812.6803132896,2812.6803132896,0,1,,2023,33000
3,3432540,,25515602,00,002,33120,1019,15,330000001,3773.5279927972,3773.5279927972,0,1,,2023,33000
3,3432541,,25516469,00,002,18122,127,5,180000002,13131.1765833703,13131.1765833703,0,1,,2023,18000
3,3432542,,25516915,00,002,33120,1019,15,330000001,3198.6127130441,3198.6127130441,0,1,,2023,33000
3,3432543,,25517020,00,002,18122,274,5,180000001,5915.6593762590,5915.6593762590,0,1,,2023,18000
3,3432544,,25517541,00,002,10200,129,57,100000002,89590.9932193040,88645.9932193040,0,1,,2023,10000
3,3432545,,25518119,00,002,32200,210,5,321XX0001,2197.5646643105,40.5646643105,0,1,,2023,321XX
3,3432546,,25538570,00,002,08120,47,5,080000002,27268.9530539619,27268.9530539619,0,1,,2023,08000
3,3432547,,25539974,00,002,31021,184,6,310000001,11675.8231243720,11675.8231243720,0,1,,2023,31000
3,3432548,,25542887,00,002,16231,191,27,162000002,25196.3844894445,25196.3844894445,0,1,,2023,16200
3,3432549,,25545989,00,002,25620,618,68,255XX0002,31982.5019971064,31178.5019971064,0,1,,2023,255XX
3,3432550,,25546532,00,002,33120,1019,15,330000001,2227.0149070108,2227.0149070108,0,1,,2023,33000
3,3432551,,25552738,00,002,33120,1019,15,330000001,2127.3854978630,1952.3854978630,0,1,,2023,33000
3,3432552,,25562182,00,002,25620,889,29,255XX0001,21316.0776288607,21316.0776288607,0,1,,2023,255XX
3,3432553,,25563040,00,002,33160,416,15,330000002,10288.0679963438,6925.0679963438,0,1,,2023,33000
3,3432554,,25583303,00,002,33140,416,15,330000002,14785.3987254920,14785.3987254920,0,1,,2023,33000
3,3432555,,25584798,00,002,33120,1019,15,330000001,8068.4845641223,8062.4845641223,0,1,,2023,33000
3,3432556,,25584921,00,002,33120,416,15,330000002,16720.9621748834,16720.9621748834,0,1,,2023,33000
3,3432557,,25600008,00,002,32990,175,5,321XX0002,3301.9176777511,3298.9176777511,0,1,,2023,321XX
3,3432558,,25601931,00,002,33120,1019,15,330000001,2851.2226725994,2851.2226725994,0,1,,2023,33000
3,3432559,,25602244,00,002,33120,416,15,330000002,10268.0870897821,10268.0870897821,0,1,,2023,33000
3,3432560,,25618661,00,002,33120,1019,15,330000001,7228.5491013899,7228.5491013899,0,1,,2023,33000
3,3432561,,25631276,00,002,33120,1019,15,330000001,2941.7980830033,2941.7980830033,0,1,,2023,33000
3,3432562,,25633850,00,002,32990,175,5,321XX0002,3893.8811712483,5.8811712483,0,1,,2023,321XX
3,3432563,,25648684,00,002,33120,416,15,330000002,12920.6640645132,12920.6640645132,0,1,,2023,33000
3,3432564,,25649260,00,002,09900,13,5,090000001,1692.5208837391,1692.5208837391,0,1,,2023,09000
3,3432565,,25652199,00,002,25620,889,29,255XX0001,16788.4426666968,16421.4426666968,0,1,,2023,255XX
3,3432566,,25652843,00,002,25620,889,29,255XX0001,9692.8627529234,9668.8627529234,0,1,,2023,255XX
3,3432567,,25653031,00,002,33120,1019,15,330000001,6737.2505207857,6054.2505207857,0,1,,2023,33000
3,3432568,,25653247,00,002,33120,1019,15,330000001,4858.0834889623,4858.0834889623,0,1,,2023,33000
3,3432569,,25667569,00,002,25620,618,68,255XX0002,31324.8590286201,31324.8590286201,0,1,,2023,255XX
3,3432570,,25669722,00,002,32990,210,5,321XX0001,2158.5844082151,2158.5844082151,0,1,,2023,321XX
3,3432571,,25681040,00,002,32502,71,5,325000001,11484.6135653983,11484.6135653983,0,1,,2023,32500
3,3432572,,25682998,00,002,23610,60,7,230000001,71289.5015158086,71289.5015158086,0,1,,2023,23000
3,3432573,,25684465,00,002,32990,210,5,321XX0001,1336.1357552507,1336.1357552507,0,1,,2023,321XX
3,3432574,,25685744,00,002,33120,416,15,330000002,11977.5706341217,11977.5706341217,0,1,,2023,33000
3,3432575,,25694712,00,002,33120,1019,15,330000001,6855.4755616533,6855.4755616533,0,1,,2023,33000
3,3432576,,25695255,00,002,18122,274,5,180000001,5201.8385429751,5201.8385429751,0,1,,2023,18000
3,3432577,,25695669,00,002,33120,1019,15,330000001,5342.7924082326,5342.7924082326,0,1,,2023,33000
3,3432578,,25705534,00,002,31012,184,6,310000001,10623.0760602905,10623.0760602905,0,1,,2023,31000
3,3432579,,25705823,00,002,32120,210,5,321XX0001,1657.7016011815,1657.7016011815,0,1,,2023,321XX
3,3432580,,25706912,00,002,18122,274,5,180000001,8467.8729628673,8437.8729628673,0,1,,2023,18000
3,3432581,,25714536,00,002,33120,416,15,330000002,9997.7693356005,9997.7693356005,0,1,,2023,33000
3,3432582,,25718354,00,002,33150,1019,15,330000001,6648.1140832179,6648.1140832179,0,1,,2023,33000
3,3432583,,25720582,00,002,33120,1019,15,330000001,2116.1139537098,2116.1139537098,0,1,,2023,33000
3,3432584,,25729427,00,002,25620,889,29,255XX0001,9149.0576607753,9149.0576607753,0,1,,2023,255XX
3,3432585,,25741430,00,002,25999,618,68,255XX0002,25479.2313332724,21886.2313332724,0,1,,2023,255XX
3,3432586,,25747601,00,002,33190,1019,15,330000001,4293.5970550104,4293.5970550104,0,1,,2023,33000
3,3432587,,25757550,00,002,10860,129,57,100000002,113627.4968462480,11291.4968462484,0,1,,2023,10000
3,3432588,,25758350,00,002,32502,44,5,325000002,23163.8922377274,23163.8922377274,0,1,,2023,32500
3,3432589,,25759275,00,002,32120,210,5,321XX0001,2110.3571346755,81.3571346755,0,1,,2023,321XX
3,3432590,,25761271,00,002,33160,1019,15,330000001,3563.8076503811,3563.8076503811,0,1,,2023,33000
3,3432591,,25762048,00,002,31090,46,7,310000003,64158.4950454930,53913.4950454930,0,1,,2023,31000
3,3432592,,25766155,00,002,33200,1019,15,330000001,3645.5891316351,3645.5891316351,0,1,,2023,33000
3,3432593,,25768268,00,002,32120,175,5,321XX0002,3946.5545320357,2414.5545320357,0,1,,2023,321XX
3,3432594,,25775610,00,002,25620,889,29,255XX0001,20008.5321376074,20008.5321376074,0,1,,2023,255XX
3,3432595,,25775628,00,002,33120,416,15,330000002,9675.3717855287,9633.3717855287,0,1,,2023,33000
3,3432596,,25776089,00,002,33120,1019,15,330000001,2637.1784164744,2637.1784164744,0,1,,2023,33000
3,3432597,,25778192,00,002,10390,203,21,100000001,29466.3254470288,28297.3254470288,0,1,,2023,10000
3,3432598,,25790635,00,002,33120,1019,15,330000001,3796.7321514805,3796.7321514805,0,1,,2023,33000
3,3432599,,25791872,00,002,33120,1019,15,330000001,3822.9518632515,3822.9518632515,0,1,,2023,33000
3,3432600,,25793506,00,002,10821,203,21,100000001,32599.4431296080,25597.4431296080,0,1,,2023,10000
3,3432601,,25795303,00,002,33120,416,15,330000002,9818.8781897594,9818.8781897594,0,1,,2023,33000
3,3432602,,25795949,00,002,25620,618,68,255XX0002,39751.3491934582,39751.3491934582,0,1,,2023,255XX
3,3432603,,25796251,00,002,33200,1019,15,330000001,3675.9578877616,3675.9578877616,0,1,,2023,33000
3,3432604,,25808338,00,002,16291,191,27,162000002,26561.4864799679,24561.4864799679,0,1,,2023,16200
3,3432605,,25811795,00,002,32300,61,5,321XX0003,26530.2827489711,6.2827489711,0,1,,2023,321XX
3,3432606,,25813189,00,002,31022,184,6,310000001,12120.7847057587,12120.7847057587,0,1,,2023,31000
3,3432607,,25813841,00,002,20420,29,5,204000001,13723.2075994274,17.2075994274,0,1,,2023,20400
3,3432608,,25814674,00,002,33150,1019,15,330000001,7124.1245590612,7124.1245590612,0,1,,2023,33000
3,3432609,,25826124,00,002,16210,191,27,162000002,65765.6647389221,14299.6647389221,0,1,,2023,16200
3,3432610,,25826454,00,002,33200,181,17,330000003,29372.3212220031,28700.3212220031,0,1,,2023,33000
3,3432611,,25826991,00,002,28140,173,28,280000001,98504.3627465226,26642.3627465226,0,1,,2023,28000
3,3432612,,25830407,00,002,33120,1019,15,330000001,3181.0496816668,3181.0496816668,0,1,,2023,33000
3,3432613,,25843210,00,002,33120,416,15,330000002,10784.0180985829,10758.0180985829,0,1,,2023,33000
3,3432614,,25845199,00,002,18122,274,5,180000001,5012.0768168639,5012.0768168639,0,1,,2023,18000
3,3432615,,25850769,00,002,33110,1019,15,330000001,7156.5206194120,7156.5206194120,0,1,,2023,33000
3,3432616,,25863499,00,002,08120,24,5,080000003,52846.7851482400,52845.7851482400,0,1,,2023,08000
3,3432617,,25873571,00,002,14130,186,5,140000001,1487.6006750867,1487.6006750867,0,1,,2023,14000
3,3432618,,25881533,00,002,25930,889,29,255XX0001,9801.8418986736,2761.8418986736,0,1,,2023,255XX
3,3432619,,25883331,00,002,33120,1019,15,330000001,3311.2284734238,3311.2284734238,0,1,,2023,33000
3,3432620,,25883612,00,002,18130,274,5,180000001,3008.9690880025,2991.9690880025,0,1,,2023,18000
3,3432621,,25896390,00,002,25120,150,10,251XX0001,22237.0937427823,22093.0937427823,0,1,,2023,251XX
3,3432622,,25906355,00,002,33200,1019,15,330000001,2160.7253168364,2160.7253168364,0,1,,2023,33000
3,3432623,,25911108,00,002,33170,416,15,330000002,18284.7805848988,18284.7805848988,0,1,,2023,33000
3,3432624,,25917519,00,002,33120,1019,15,330000001,3465.2966036857,3463.2966036857,0,1,,2023,33000
3,3432625,,25940438,00,002,22230,139,12,220000001,54411.4977047404,6.4977047404,0,1,,2023,22000
3,3432626,,25941584,00,002,32120,210,5,321XX0001,2754.3305694619,2754.3305694619,0,1,,2023,321XX
3,3432627,,25942673,00,002,33120,181,17,330000003,35167.5719074418,35167.5719074418,0,1,,2023,33000
3,3432628,,25944760,00,002,32990,210,5,321XX0001,1593.0917802162,1593.0917802162,0,1,,2023,321XX
3,3432629,,25959784,00,002,33120,416,15,330000002,22817.5194433146,22817.5194433146,0,1,,2023,33000
3,3432630,,25960998,00,002,14130,186,5,140000001,933.2644469771,933.2644469771,0,1,,2023,14000
3,3432631,,25962267,00,002,33160,1019,15,330000001,2326.9521154654,2326.9521154654,0,1,,2023,33000
3,3432632,,25964958,00,002,33190,1019,15,330000001,2952.9107636890,2952.9107636890,0,1,,2023,33000
3,3432633,,25979212,00,002,33120,1019,15,330000001,3109.9693001089,3109.9693001089,0,1,,2023,33000
3,3432634,,25981184,00,002,33120,1019,15,330000001,4684.6817310053,4684.6817310053,0,1,,2023,33000
3,3432635,,25983164,00,002,33120,1019,15,330000001,5942.4917805438,5942.4917805438,0,1,,2023,33000
3,3432636,,25983289,00,002,32990,175,5,321XX0002,3591.4668547879,3591.4668547879,0,1,,2023,321XX
3,3432637,,25984410,00,002,33120,1019,15,330000001,6868.8945303146,6868.8945303146,0,1,,2023,33000
3,3432638,,25993742,00,002,14130,186,5,140000001,591.7100428269,591.7100428269,0,1,,2023,14000
3,3432639,,25996414,00,002,33160,416,15,330000002,21050.9765221779,20609.9765221779,0,1,,2023,33000
3,3432640,,25999053,00,002,33120,1019,15,330000001,8465.4132614851,8465.4132614851,0,1,,2023,33000
3,3432641,,26017459,00,002,27110,64,9,271XX0001,65547.0297694685,65465.0297694685,0,1,,2023,271XX
3,3432642,,26017657,00,002,14130,186,5,140000001,821.5144942154,821.5144942154,0,1,,2023,14000
3,3432643,,26018341,00,002,33120,1019,15,330000001,8765.1133418154,8702.1133418154,0,1,,2023,33000
3,3432644,,26019232,00,002,33120,1019,15,330000001,2390.3552474034,2390.3552474034,0,1,,2023,33000
3,3432645,,26019273,00,002,33120,1019,15,330000001,3566.6295797472,3566.6295797472,0,1,,2023,33000
3,3432646,,26021287,00,002,33120,1019,15,330000001,8269.2097362356,8179.2097362356,0,1,,2023,33000
3,3432647,,26024034,00,002,33120,1019,15,330000001,4742.1891587392,4742.1891587392,0,1,,2023,33000
3,3432648,,26024125,00,002,33200,1019,15,330000001,2812.9053715592,2730.9053715592,0,1,,2023,33000
3,3432649,,26036301,00,002,16231,189,5,162000001,11762.6256558299,11762.6256558299,0,1,,2023,16200
3,3432650,,26039008,00,002,31012,93,7,310000002,44744.7502491143,18780.7502491143,0,1,,2023,31000
3,3432651,,26039354,00,002,33120,181,17,330000003,37289.9749414067,20460.9749414067,0,1,,2023,33000
3,3432652,,26057034,00,002,33120,1019,15,330000001,2860.6585094321,2860.6585094321,0,1,,2023,33000
3,3432653,,26057307,00,002,13922,87,5,139000001,4423.6345272800,3312.6345272800,0,1,,2023,13900
3,3432654,,26057901,00,002,14130,186,5,140000001,641.8904687869,641.8904687869,0,1,,2023,14000
3,3432655,,26060632,00,002,25620,889,29,255XX0001,8709.5250135979,8698.5250135979,0,1,,2023,255XX
3,3432656,,26060707,00,002,33150,1019,15,330000001,3094.1199161883,3094.1199161883,0,1,,2023,33000
3,3432657,,26072645,00,002,32990,61,5,321XX0003,11556.1860678787,11556.1860678787,0,1,,2023,321XX
3,3432658,,26083170,00,002,33120,416,15,330000002,14755.8536236547,14632.8536236547,0,1,,2023,33000
3,3432659,,26084749,00,002,33120,416,15,330000002,17934.8947295221,17934.8947295221,0,1,,2023,33000
3,3432660,,26084947,00,002,16220,48,12,162000003,118110.5915405500,49594.5915405507,0,1,,2023,16200
3,3432661,,26086488,00,002,13922,87,5,139000001,4095.3635533031,4088.3635533031,0,1,,2023,13900
3,3432662,,26088476,00,002,33150,1019,15,330000001,3329.3804031085,3329.3804031085,0,1,,2023,33000
3,3432663,,26088609,00,002,33150,1019,15,330000001,3374.4785754003,3374.4785754003,0,1,,2023,33000
3,3432664,,26096933,00,002,14190,186,5,140000001,762.7192580616,752.7192580616,0,1,,2023,14000
3,3432665,,26100776,00,002,10710,203,21,100000001,56518.8105181492,54222.8105181492,0,1,,2023,10000
3,3432666,,26106831,00,002,25610,889,29,255XX0001,8793.8258338086,8793.8258338086,0,1,,2023,255XX
3,3432667,,26108027,00,002,33200,416,15,330000002,9452.9583687864,9452.9583687864,0,1,,2023,33000
3,3432668,,26108555,00,002,33120,1019,15,330000001,3945.8056240951,3945.8056240951,0,1,,2023,33000
3,3432669,,26109934,00,002,14130,186,5,140000001,1674.9562417288,1674.9562417288,0,1,,2023,14000
3,3432670,,26119438,00,002,33150,1019,15,330000001,3060.2731864094,1903.2731864094,0,1,,2023,33000
3,3432671,,26121293,00,002,32502,71,5,325000001,11676.3572032356,11676.3572032356,0,1,,2023,32500
3,3432672,,26121442,00,002,16231,189,5,162000001,14080.6839447431,14080.6839447431,0,1,,2023,16200
